"","Taxon","Family","Subfamily","Clade","Tree.Genus","Constraint","Scientific.Name","Genes","Length"
"Zygaspis_dolichomenta","Amphisbaenia","Amphisbaenidae","Amphisbaeninae","Amphisbaeninae","Zygaspis","Zygaspis","Zygaspis dolichomenta",NA,NA
"Zygaspis_ferox","Amphisbaenia","Amphisbaenidae","Amphisbaeninae","Amphisbaeninae","Zygaspis","Zygaspis","Zygaspis ferox",NA,NA
"Zygaspis_kafuensis","Amphisbaenia","Amphisbaenidae","Amphisbaeninae","Amphisbaeninae","Zygaspis","Zygaspis","Zygaspis kafuensis",NA,NA
"Zygaspis_nigra","Amphisbaenia","Amphisbaenidae","Amphisbaeninae","Amphisbaeninae","Zygaspis","Zygaspis","Zygaspis nigra",4,2170
"Zygaspis_quadrifrons","Amphisbaenia","Amphisbaenidae","Amphisbaeninae","Amphisbaeninae","Zygaspis","Zygaspis","Zygaspis quadrifrons",4,2170
"Zygaspis_vandami","Amphisbaenia","Amphisbaenidae","Amphisbaeninae","Amphisbaeninae","Zygaspis","Zygaspis","Zygaspis vandami",4,2170
"Zygaspis_violacea","Amphisbaenia","Amphisbaenidae","Amphisbaeninae","Amphisbaeninae","Zygaspis","Zygaspis","Zygaspis violacea",NA,NA
"Bipes_biporus","Amphisbaenia","Bipedidae","Bipedinae","Bipedinae_1","Bipes","Bipes","Bipes biporus",15,14233
"Bipes_canaliculatus","Amphisbaenia","Bipedidae","Bipedinae","Bipedinae_2","Bipes","Bipes","Bipes canaliculatus",14,12585
"Bipes_tridactylus","Amphisbaenia","Bipedidae","Bipedinae","Bipedinae_3","Bipes","Bipes","Bipes tridactylus",7,8201
"Blanus_alexandri","Amphisbaenia","Blanidae","Blaninae","Blaninae_1","Blanus","Blanus","Blanus alexandri",2,1197
"Blanus_aporus","Amphisbaenia","Blanidae","Blaninae","Blaninae_2","Blanus","Blanus","Blanus aporus",2,1197
"Blanus_cinereus","Amphisbaenia","Blanidae","Blaninae","Blaninae_3","Blanus","Blanus","Blanus cinereus",10,10143
"Blanus_mariae","Amphisbaenia","Blanidae","Blaninae","Blaninae_4","Blanus","Blanus","Blanus mariae",2,1133
"Blanus_mettetali","Amphisbaenia","Blanidae","Blaninae","Blaninae_5","Blanus","Blanus","Blanus mettetali",2,1095
"Blanus_strauchi","Amphisbaenia","Blanidae","Blaninae","Blaninae_6","Blanus","Blanus","Blanus strauchi",12,9128
"Blanus_tingitanus","Amphisbaenia","Blanidae","Blaninae","Blaninae_7","Blanus","Blanus","Blanus tingitanus",4,2443
"Cadea_blanoides","Amphisbaenia","Cadeidae","Cadeinae","Cadeinae","Cadea","Cadea","Cadea blanoides",9,6630
"Cadea_palirostrata","Amphisbaenia","Cadeidae","Cadeinae","Cadeinae","Cadea","Cadea","Cadea palirostrata",NA,NA
"Rhineura_floridana","Amphisbaenia","Rhineuridae","Rhineurinae","Rhineurinae","Rhineura","Rhineura","Rhineura floridana",17,16153
"Agamodon_anguliceps","Amphisbaenia","Trogonophiidae","Trogonophiinae","Trogonophiinae","Agamodon","Agamodon","Agamodon anguliceps",2,813
"Agamodon_arabicus","Amphisbaenia","Trogonophiidae","Trogonophiinae","Trogonophiinae","Agamodon","Agamodon","Agamodon arabicus",NA,NA
"Agamodon_compressus","Amphisbaenia","Trogonophiidae","Trogonophiinae","Trogonophiinae","Agamodon","Agamodon","Agamodon compressus",NA,NA
"Diplometopon_zarudnyi","Amphisbaenia","Trogonophiidae","Trogonophiinae","Trogonophiinae","Diplometopon","Diplometopon","Diplometopon zarudnyi",14,11964
"Pachycalamus_brevis","Amphisbaenia","Trogonophiidae","Trogonophiinae","Trogonophiinae","Pachycalamus","Pachycalamus","Pachycalamus brevis",NA,NA
"Trogonophis_wiegmanni","Amphisbaenia","Trogonophiidae","Trogonophiinae","Trogonophiinae","Trogonophis","Trogonophis","Trogonophis wiegmanni",14,11458
"Sphenodon_punctatus","Rhynchocephalia","Sphenodontidae","Sphenodontinae","Sphenodontinae","Sphenodon","Sphenodon","Sphenodon punctatus",17,15488
"Acanthocercus_adramitanus","Sauria","Agamidae","Agaminae","Agaminae","Acanthocercus","Acanthocercus","Acanthocercus adramitanus",NA,NA
"Acanthocercus_annectens","Sauria","Agamidae","Agaminae","Agaminae","Acanthocercus","Acanthocercus","Acanthocercus annectens",7,4720
"Acanthocercus_atricollis","Sauria","Agamidae","Agaminae","Agaminae","Acanthocercus","Acanthocercus","Acanthocercus atricollis",5,2829
"Acanthocercus_branchi","Sauria","Agamidae","Agaminae","Agaminae","Acanthocercus","Acanthocercus","Acanthocercus branchi",NA,NA
"Acanthocercus_cyanogaster","Sauria","Agamidae","Agaminae","Agaminae","Acanthocercus","Acanthocercus","Acanthocercus cyanogaster",5,2734
"Acanthocercus_guentherpetersi","Sauria","Agamidae","Agaminae","Agaminae","Acanthocercus","Acanthocercus","Acanthocercus guentherpetersi",NA,NA
"Acanthocercus_phillipsii","Sauria","Agamidae","Agaminae","Agaminae","Acanthocercus","Acanthocercus","Acanthocercus phillipsii",NA,NA
"Acanthocercus_yemensis","Sauria","Agamidae","Agaminae","Agaminae","Acanthocercus","Acanthocercus","Acanthocercus yemensis",6,4023
"Agama_aculeata","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama aculeata",6,3334
"Agama_africana","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama africana",4,2154
"Agama_agama","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama agama",11,7426
"Agama_anchietae","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama anchietae",8,5501
"Agama_armata","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama armata",5,2855
"Agama_atra","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama atra",8,4368
"Agama_bocourti","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama bocourti",NA,NA
"Agama_boensis","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama boensis",4,2203
"Agama_bottegi","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama bottegi",5,2797
"Agama_boueti","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama boueti",5,2872
"Agama_boulengeri","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama boulengeri",5,2779
"Agama_caudospinosa","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama caudospinosa",4,2177
"Agama_cristata","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama cristata",1,502
"Agama_doriae","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama doriae",5,2774
"Agama_etoshae","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama etoshae",3,1510
"Agama_finchi","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama finchi",4,2129
"Agama_gracilimembris","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama gracilimembris",4,2168
"Agama_hartmanni","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama hartmanni",2,1182
"Agama_hispida","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama hispida",5,2834
"Agama_impalearis","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama impalearis",9,5042
"Agama_insularis","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama insularis",5,2855
"Agama_kaimosae","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama kaimosae",2,1179
"Agama_kirkii","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama kirkii",4,2200
"Agama_knobeli","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama knobeli",NA,NA
"Agama_lanzai","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama lanzai",NA,NA
"Agama_lebretoni","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama lebretoni",5,2851
"Agama_lionotus","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama lionotus",7,5079
"Agama_lucyae","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama lucyae",NA,NA
"Agama_montana","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama montana",5,2855
"Agama_mossambica","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama mossambica",1,426
"Agama_mucosoensis","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama mucosoensis",NA,NA
"Agama_mwanzae","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama mwanzae",2,854
"Agama_parafricana","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama parafricana",5,2824
"Agama_paragama","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama paragama",1,499
"Agama_persimilis","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama persimilis",NA,NA
"Agama_planiceps","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama planiceps",6,3265
"Agama_rueppelli","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama rueppelli",5,2855
"Agama_sankaranica","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama sankaranica",4,2204
"Agama_somalica","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama somalica",NA,NA
"Agama_spinosa","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama spinosa",5,2844
"Agama_sylvana","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama sylvana",NA,NA
"Agama_tassiliensis","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama tassiliensis",3,1516
"Agama_turuensis","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama turuensis",1,501
"Agama_weidholzi","Sauria","Agamidae","Agaminae","Agaminae","Agama","Agama","Agama weidholzi",5,2866
"Agama_robecchii","Sauria","Agamidae","Agaminae","Agaminae","Agama_1","Agama","Agama robecchii",3,1596
"Brachysaura_minor","Sauria","Agamidae","Agaminae","Agaminae","Brachysaura","Brachysaura","Brachysaura minor",NA,NA
"Bufoniceps_laungwalaensis","Sauria","Agamidae","Agaminae","Agaminae","Bufoniceps","Bufoniceps","Bufoniceps laungwalaensis",2,1086
"Laudakia_agrorensis","Sauria","Agamidae","Agaminae","Agaminae","Laudakia","Laudakia","Laudakia agrorensis",NA,NA
"Laudakia_dayana","Sauria","Agamidae","Agaminae","Agaminae","Laudakia","Laudakia","Laudakia dayana",NA,NA
"Laudakia_melanura","Sauria","Agamidae","Agaminae","Agaminae","Laudakia","Laudakia","Laudakia melanura",NA,NA
"Laudakia_nupta","Sauria","Agamidae","Agaminae","Agaminae","Laudakia","Laudakia","Laudakia nupta",4,2287
"Laudakia_nuristanica","Sauria","Agamidae","Agaminae","Agaminae","Laudakia","Laudakia","Laudakia nuristanica",NA,NA
"Laudakia_pakistanica","Sauria","Agamidae","Agaminae","Agaminae","Laudakia","Laudakia","Laudakia pakistanica",NA,NA
"Laudakia_papenfussi","Sauria","Agamidae","Agaminae","Agaminae","Laudakia","Laudakia","Laudakia papenfussi",NA,NA
"Laudakia_sacra","Sauria","Agamidae","Agaminae","Agaminae","Laudakia","Laudakia","Laudakia sacra",2,1086
"Laudakia_tuberculata","Sauria","Agamidae","Agaminae","Agaminae","Laudakia","Laudakia","Laudakia tuberculata",2,1086
"Laudakia_wui","Sauria","Agamidae","Agaminae","Agaminae","Laudakia","Laudakia","Laudakia wui",NA,NA
"Paralaudakia_badakhshana","Sauria","Agamidae","Agaminae","Agaminae","Paralaudakia","Paralaudakia","Paralaudakia badakhshana",NA,NA
"Paralaudakia_bochariensis","Sauria","Agamidae","Agaminae","Agaminae","Paralaudakia","Paralaudakia","Paralaudakia bochariensis",NA,NA
"Paralaudakia_caucasia","Sauria","Agamidae","Agaminae","Agaminae","Paralaudakia","Paralaudakia","Paralaudakia caucasia",9,5178
"Paralaudakia_erythrogaster","Sauria","Agamidae","Agaminae","Agaminae","Paralaudakia","Paralaudakia","Paralaudakia erythrogaster",2,1086
"Paralaudakia_himalayana","Sauria","Agamidae","Agaminae","Agaminae","Paralaudakia","Paralaudakia","Paralaudakia himalayana",3,1644
"Paralaudakia_lehmanni","Sauria","Agamidae","Agaminae","Agaminae","Paralaudakia","Paralaudakia","Paralaudakia lehmanni",6,3924
"Paralaudakia_microlepis","Sauria","Agamidae","Agaminae","Agaminae","Paralaudakia","Paralaudakia","Paralaudakia microlepis",4,2394
"Paralaudakia_stoliczkana","Sauria","Agamidae","Agaminae","Agaminae","Paralaudakia","Paralaudakia","Paralaudakia stoliczkana",6,3371
"Phrynocephalus_ahvazicus","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus ahvazicus",NA,NA
"Phrynocephalus_ananjevae","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus ananjevae",NA,NA
"Phrynocephalus_arabicus","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus arabicus",3,2358
"Phrynocephalus_axillaris","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus axillaris",9,7988
"Phrynocephalus_clarkorum","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus clarkorum",NA,NA
"Phrynocephalus_erythrurus","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus erythrurus",9,6203
"Phrynocephalus_euptilopus","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus euptilopus",NA,NA
"Phrynocephalus_forsythii","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus forsythii",9,5768
"Phrynocephalus_golubewii","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus golubewii",NA,NA
"Phrynocephalus_guttatus","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus guttatus",7,4755
"Phrynocephalus_helioscopus","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus helioscopus",8,5069
"Phrynocephalus_interscapularis","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus interscapularis",5,2715
"Phrynocephalus_luteoguttatus","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus luteoguttatus",NA,NA
"Phrynocephalus_maculatus","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus maculatus",4,2553
"Phrynocephalus_mystaceus","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus mystaceus",14,11428
"Phrynocephalus_ornatus","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus ornatus",4,2643
"Phrynocephalus_persicus","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus persicus",4,2655
"Phrynocephalus_przewalskii","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus przewalskii",9,8353
"Phrynocephalus_putjatai","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus putjatai",9,6907
"Phrynocephalus_raddei","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus raddei",6,5556
"Phrynocephalus_reticulatus","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus reticulatus",4,2646
"Phrynocephalus_roborowskii","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus roborowskii",NA,NA
"Phrynocephalus_rossikowi","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus rossikowi",NA,NA
"Phrynocephalus_scutellatus","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus scutellatus",5,3144
"Phrynocephalus_strauchi","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus strauchi",3,2352
"Phrynocephalus_theobaldi","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus theobaldi",9,5880
"Phrynocephalus_versicolor","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus versicolor",8,4791
"Phrynocephalus_vlangalii","Sauria","Agamidae","Agaminae","Agaminae","Phrynocephalus","Phrynocephalus","Phrynocephalus vlangalii",9,5386
"Pseudotrapelus_aqabensis","Sauria","Agamidae","Agaminae","Agaminae","Pseudotrapelus","Pseudotrapelus","Pseudotrapelus aqabensis",2,1869
"Pseudotrapelus_dhofarensis","Sauria","Agamidae","Agaminae","Agaminae","Pseudotrapelus","Pseudotrapelus","Pseudotrapelus dhofarensis",2,1869
"Pseudotrapelus_jensvindumi","Sauria","Agamidae","Agaminae","Agaminae","Pseudotrapelus","Pseudotrapelus","Pseudotrapelus jensvindumi",2,1869
"Pseudotrapelus_sinaitus","Sauria","Agamidae","Agaminae","Agaminae","Pseudotrapelus","Pseudotrapelus","Pseudotrapelus sinaitus",11,10063
"Stellagama_stellio","Sauria","Agamidae","Agaminae","Agaminae","Stellagama","Stellagama","Stellagama stellio",10,5274
"Trapelus_agilis","Sauria","Agamidae","Agaminae","Agaminae","Trapelus","Trapelus","Trapelus agilis",8,4790
"Trapelus_agnetae","Sauria","Agamidae","Agaminae","Agaminae","Trapelus","Trapelus","Trapelus agnetae",1,429
"Trapelus_boehmei","Sauria","Agamidae","Agaminae","Agaminae","Trapelus","Trapelus","Trapelus boehmei",5,2853
"Trapelus_flavimaculatus","Sauria","Agamidae","Agaminae","Agaminae","Trapelus","Trapelus","Trapelus flavimaculatus",1,1017
"Trapelus_jayakari","Sauria","Agamidae","Agaminae","Agaminae","Trapelus","Trapelus","Trapelus jayakari",NA,NA
"Trapelus_megalonyx","Sauria","Agamidae","Agaminae","Agaminae","Trapelus","Trapelus","Trapelus megalonyx",NA,NA
"Trapelus_mutabilis","Sauria","Agamidae","Agaminae","Agaminae","Trapelus","Trapelus","Trapelus mutabilis",4,2800
"Trapelus_rubrigularis","Sauria","Agamidae","Agaminae","Agaminae","Trapelus","Trapelus","Trapelus rubrigularis",NA,NA
"Trapelus_ruderatus","Sauria","Agamidae","Agaminae","Agaminae","Trapelus","Trapelus","Trapelus ruderatus",4,4386
"Trapelus_sanguinolentus","Sauria","Agamidae","Agaminae","Agaminae","Trapelus","Trapelus","Trapelus sanguinolentus",7,4182
"Trapelus_savignii","Sauria","Agamidae","Agaminae","Agaminae","Trapelus","Trapelus","Trapelus savignii",3,1584
"Trapelus_schmitzi","Sauria","Agamidae","Agaminae","Agaminae","Trapelus","Trapelus","Trapelus schmitzi",NA,NA
"Trapelus_tournevillei","Sauria","Agamidae","Agaminae","Agaminae","Trapelus","Trapelus","Trapelus tournevillei",NA,NA
"Xenagama_batillifera","Sauria","Agamidae","Agaminae","Agaminae","Xenagama","Xenagama","Xenagama batillifera",4,2573
"Xenagama_taylori","Sauria","Agamidae","Agaminae","Agaminae","Xenagama","Xenagama","Xenagama taylori",11,10135
"Xenagama_wilmsi","Sauria","Agamidae","Agaminae","Agaminae","Xenagama","Xenagama","Xenagama wilmsi",2,1728
"Xenagama_zonura","Sauria","Agamidae","Agaminae","Agaminae","Xenagama","Xenagama","Xenagama zonura",NA,NA
"Amphibolurus_muricatus","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Amphibolurus","Amphibolurus","Amphibolurus muricatus",7,5208
"Amphibolurus_norrisi","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Amphibolurus","Amphibolurus","Amphibolurus norrisi",6,4437
"Chelosania_brunnea","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Chelosania","Chelosania","Chelosania brunnea",7,4743
"Chlamydosaurus_kingii","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Chlamydosaurus","Chlamydosaurus","Chlamydosaurus kingii",13,11794
"Cryptagama_aurita","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Cryptagama","Cryptagama","Cryptagama aurita",NA,NA
"Ctenophorus_adelaidensis","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus adelaidensis",8,5386
"Ctenophorus_butlerorum","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus butlerorum",2,1086
"Ctenophorus_caudicinctus","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus caudicinctus",5,4080
"Ctenophorus_chapmani","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus chapmani",2,1086
"Ctenophorus_clayi","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus clayi",4,2706
"Ctenophorus_cristatus","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus cristatus",4,2688
"Ctenophorus_decresii","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus decresii",4,2712
"Ctenophorus_femoralis","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus femoralis",2,1086
"Ctenophorus_fionni","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus fionni",2,1086
"Ctenophorus_fordi","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus fordi",4,2703
"Ctenophorus_gibba","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus gibba",4,2688
"Ctenophorus_isolepis","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus isolepis",8,5497
"Ctenophorus_maculatus","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus maculatus",2,1086
"Ctenophorus_maculosus","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus maculosus",2,1086
"Ctenophorus_mckenziei","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus mckenziei",4,2697
"Ctenophorus_mirrityana","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus mirrityana",NA,NA
"Ctenophorus_nguyarna","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus nguyarna",NA,NA
"Ctenophorus_nuchalis","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus nuchalis",4,2724
"Ctenophorus_ornatus","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus ornatus",4,3036
"Ctenophorus_parviceps","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus parviceps",2,1086
"Ctenophorus_pictus","Sauria","Agamidae","Amphibolurinae","Amphibolurinae","Ctenophorus","Ctenophorus","Ctenophorus pictus",4,2709
