"","X12S","X16S","AMEL","BDNF","BMP2","CMOS","COI","CYTB","ND1","ND2","ND4","NT3","PDC","PRLR","R35","RAG1","RAG2"
"Afroedura_broadleyi","","","","","","","","","","KM073628","","","KM073605","","","KM073468",""
"Afroedura_granitica","","","","","","","","","","KM073631","","","KM073581","","","KM073470",""
"Afroedura_haackei","","","","","","","","","","","","","","","","",""
"Afroedura_halli","","LM993695","","","","","","","","KM073642","LM654563","","KM073584","","","KM073475",""
"Afroedura_hawequensis","","LM993779","","","","","","","","KM073645","LM654625","","KM073585","","","KM073483",""
"Afroedura_karroica","","LM993744","","","","JQ945523","","","","JX041302","LM654585","","JQ945345","","","JQ945277","JQ945415"
"Afroedura_langi","","LM993791","","","","","","","","EU054231","EU054159","","EU054183","","","EU054207",""
"Afroedura_leoloensis","","","","","","","","","","","","","","","","",""
"Afroedura_loveridgei","DQ852695","","","","","AY172918","","","","JX041303","","","JQ945346","","","JQ945278","JQ945416"
"Afroedura_major","","","","","","","","","","KM073647","","","KM073590","","","",""
"Afroedura_maripi","","","","","","","","","","KM073648","","","KM073592","","","KM073488",""
"Afroedura_marleyi","","LM993787","","","","","","","","KM073655","LM654632","","KM073595","","","KM073491",""
"Afroedura_multiporis","","LM993789","","","","","","","","KM073658","LM654633","","KM073597","","","KM073494",""
"Afroedura_namaquensis","","","","","","","","","","","","","","","","",""
"Afroedura_nivaria","","LM993766","","","","","","","","KM073659","LM654614","","KM073598","","","LM654651",""
"Afroedura_pienaari","","","","","","","","","","KM073666","","","KM073599","","","KM073505",""
"Afroedura_pondolia","","LM993785","","","","","","","","KM073668","LM654630","","KM073600","","","KM073506",""
"Afroedura_pongola","","","","","","","","","","KM073670","","","KM073602","","","KM073508",""
"Afroedura_rondavelica","","","","","","","","","","","","","","","","",""
"Afroedura_rupestris","","","","","","","","","","","","","","","","",""
"Afroedura_tembulica","","LM993775","","","","","","","","KM073673","LM654621","","KM073606","","","KM073509",""
"Afroedura_tirasensis","","","","","","","","","","","","","","","","",""
"Afroedura_transvaalica","","LM993792","","","","","","","","KM073683","","","KM073608","","","KM073512",""
"Afroedura_waterbergensis","","","","","","","","","","KM073685","","","KM073610","","","KM073520",""
"Afrogecko_ansorgii","","","","","","","","","","","","","","","","",""
"Afrogecko_porphyreus","DQ852696","LM993794","","JQ073120","","AY172919","","EF490750","","EF490776","LM654635","","EF490697","","","EF490723","JQ945418"
"Agama_aculeata","","JX668143","","","","JX838901","","AF355564","","","JX857577","JX839185","","","JX839090","",""
"Agama_africana","","GU133312","","","","JX838902","","","","","","JX839186","","","JX839091","",""
"Agama_agama","","JN791278","","EU402615","EU402670","AF137530","KF604750","","AF128504","AF128504","AF443225","JX839187","","","HQ876321","EU402825",""
"Agama_anchietae","","JX668145","","","","JX838907","","AF355568","","GQ242169","JX857610","JX839191","","","JX839094","GQ242239",""
"Agama_armata","","JX668151","","","","JX838910","","","","","JX857620","JX839195","","","JX839097","",""
"Agama_atra","","JX668152","","","","JX838913","","AF355559","AF128505","AF128505","JX857569","JX839197","","","JX839102","",""
"Agama_bocourti","","","","","","","","","","","","","","","","",""
"Agama_boensis","","JF520704","","","","JX838915","","","","","JX857589","","","","JX839104","",""
"Agama_bottegi","","JX668157","","","","JX838916","","","","","JX857587","JX839199","","","JX839105","",""
"Agama_boueti","","JN665052","","","","JX838921","","","","","JX857623","JX839202","","","JX839109","",""
"Agama_boulengeri","","JN665058","","","","JX838924","","","","","JX857603","JX839206","","","JX839111","",""
"Agama_caudospinosa","","GU128450","","","","JX838926","","","","","GU128487","","","","JX839115","",""
"Agama_cristata","","JF520718","","","","","","","","","","","","","","",""
"Agama_doriae","","GU128451","","","","JX838931","","","","","JX857614","JX839207","","","JX839117","",""
"Agama_etoshae","","JX668172","","","","JX838932","","","","","JX857544","","","","","",""
"Agama_finchi","","JN385281","","","","JX838933","","","","","GU128489","","","","JX839118","",""
"Agama_gracilimembris","","JX668175","","","","JX838936","","","","","JX857563","","","","JX839121","",""
"Agama_hartmanni","","JX668176","","","","","","","","","JX857590","","","","","",""
"Agama_hispida","","GU128453","","","","JX838938","","","","","JX857594","JX839209","","","JX839123","",""
"Agama_impalearis","AB271238","JX668178","","","","JX838939","","AB263940","AF128506","AF128506","JX857625","JX839210","","","JX839124","",""
"Agama_insularis","","JF520723","","","","JX838943","","","","","JX857593","JX839213","","","JX839128","",""
"Agama_kaimosae","","JX668183","","","","","","","","","JX857630","","","","","",""
"Agama_kirkii","","JX668186","","","","JX838947","","","","","JX857549","","","","JX839131","",""
"Agama_knobeli","","","","","","","","","","","","","","","","",""
"Agama_lanzai","","","","","","","","","","","","","","","","",""
"Agama_lebretoni","","JF520727","","","","JX838954","","","","","JX857627","JX839220","","","JX839138","",""
"Agama_lionotus","","JX668195","","","","JX838955","","","","GQ242168","JX857597","JX839221","","","JX839139","GQ242234",""
"Agama_lucyae","","","","","","","","","","","","","","","","",""
"Agama_montana","","JX668199","","","","JX838960","","","","","JX857582","JX839224","","","JX839143","",""
"Agama_mossambica","","JX668200","","","","","","","","","","","","","","",""
"Agama_mucosoensis","","","","","","","","","","","","","","","","",""
"Agama_mwanzae","","GU128457","","","","JX838961","","","","","","","","","","",""
"Agama_parafricana","","JF520734","","","","JX838962","","","","","JX857612","JX839225","","","JX839144","",""
"Agama_paragama","","JF520738","","","","","","","","","","","","","","",""
"Agama_persimilis","","","","","","","","","","","","","","","","",""
"Agama_planiceps","","JX668206","","","","JX838971","","AF355525","","","JX857592","JX839233","","","JX839152","",""
"Agama_robecchii","","JX668207","","","","","","","","","JX857607","","","","JX839153","",""
"Agama_rueppelli","","JX668208","","","","JX838973","","","","","JX857581","JX839237","","","JX839154","",""
"Agama_sankaranica","","JF520745","","","","JX838976","","","","","JX857586","","","","JX839156","",""
"Agama_somalica","","","","","","","","","","","","","","","","",""
"Agama_spinosa","","JX668211","","","","JX838980","","","","","JX857545","JX839239","","","JX839158","",""
"Agama_sylvana","","","","","","","","","","","","","","","","",""
"Agama_tassiliensis","","JN665064","","","","JX128213","","","","","JX128179","","","","","",""
"Agama_turuensis","","JX668214","","","","","","","","","","","","","","",""
"Agama_weidholzi","","JN665067","","","","JX838981","","","","","JX857591","JX839244","","","JX839164","",""
"Agamura_persica","DQ852726","","","","","KC191025","","EU589176","","JX041306","","","JX440625","","","JQ945281","JQ945420"
"Ailuronyx_seychellensis","AY221267","","","","","AY221331","","","","","","","","","","",""
"Ailuronyx_tachyscopaeus","","","","","","JQ945529","","","","JX041307","","","JQ945350","","","JQ945282","JQ945421"
"Ailuronyx_trachygaster","","","","","","JQ945530","","","","JX041308","","","JQ945351","","","JQ945283","JQ945422"
"Alexandresaurus_camacan","","","","","","","","JX079917","","","","","","","","",""
"Algyroides_fitzingeri","AF206598","AF206598","","","","GQ142147","AF206557","GQ142134","","","FR821078","","","","","GQ142157",""
"Algyroides_marchi","GQ142080","GQ142103","","","","GQ142146","","GQ142133","","","","","","","","GQ142156",""
"Algyroides_moreoticus","GQ142079","GQ142102","","","","EF632254","","GQ142131","","","","","","","","EF632209",""
"Algyroides_nigropunctatus","AY942787","AY942797","","","","EF632255","","GQ142132","","","","","","","","EF632210",""
"Alinea_berengerae","KJ493250","","","","","","","KJ492298","","","","","","","KJ492983","","KJ493003"
"Alinea_lanceolata","","","","","","","","","","","","","","","","",""
"Alinea_luciae","","","","","","","","","","","","","","","","",""
"Alinea_pergravis","KJ493269","","","","","","","KJ492319","","","","","","","KJ492991","","KJ493010"
"Alopoglossus_angulatus","","","","HQ876226","JN654814","","","","","","KJ705317","JN568329","","","HQ876345","HQ876442",""
"Alopoglossus_atriventris","AF420695","AF420746","","","","AF420821","","","","","AF420908","","","","","",""
"Alopoglossus_buckleyi","","","","","","","","","","","KJ705320","","","","","",""
"Alopoglossus_copii","AF420692","AF420745","","","","AF420819","","","","","AF420865","","","","","",""
"Alopoglossus_festae","","","","","","","","","","","KJ705315","","","","","",""
"Alopoglossus_lehmanni","","","","","","","","","","","","","","","","",""
"Alopoglossus_viridiceps","","","","","","","","","","","KJ705316","","","","","",""
"Alsophylax_laevis","","","","","","","","","","","","","","","","",""
"Alsophylax_loricatus","","","","","","","","","","","","","","","","",""
"Alsophylax_pipiens","","","","","","JQ945531","","","","JX041309","","","JQ945352","","","JQ945284","JQ945423"
"Alsophylax_przewalskii","","","","","","","","","","","","","","","","",""
"Alsophylax_szczerbaki","","","","","","","","","","","","","","","","",""
"Alsophylax_tadjikiensis","","","","","","","","","","","","","","","","",""
"Altiphylax_baturensis","","","","","","","","","","","","","","","","",""
"Altiphylax_levitoni","","","","","","","","","","KC151974","","","KC151997","","","KC152022",""
"Altiphylax_mintoni","","","","","","","","","","","","","","","","",""
"Altiphylax_stoliczkai","","","","","","","","KJ794364","","KJ794405","","","KJ794395","","","KJ794382",""
"Altiphylax_tokobajevi","","","","","","","","","","","","","","","","",""
"Altiphylax_yarkandensis","","","","","","","","","","","","","","","","",""
"Amalosia_jacovae","","","","","","","","","","","","","","","","",""
"Amalosia_lesueurii","","","","","","","","GQ865807","","JQ173642","JQ398464","","JQ173689","","","JQ173736",""
"Amalosia_obscura","","","","","","","","","","JQ173655","JQ398475","","JQ173702","","","JQ446395",""
"Amalosia_rhombifer","","","","","","FJ855472","","","","JX024363","JQ398479","","JQ173706","","","FJ855451","JQ945489"
"Amapasaurus_tetradactylus","","","","","","","","","","","","","","","","",""
"Amblyrhynchus_cristatus","","","","","","","","AY948118","","","U66234","","","","","",""
"Ameiva_aggerecusans","KF742697","KF742713","","","","","","","","","","","","","","",""
"Ameiva_ameiva","AF206586","AF206586","","","","KC109625","AF206560","AF151192","","","AF151206","","","","","",""
"Ameiva_atrata","","","","","","","","","","","","","","","","",""
"Ameiva_atrigularis","","","","","","","","","","","","","","","","",""
"Ameiva_auberi","M65110","AY046466","","","","","","M65117","","","","","","","","AY487359","DQ119629"
"Ameiva_bifrontata","AY046454","AY046496","","","","","","","","","","","","","","",""
"Ameiva_chrysolaema","AY046425","AY046467","","","","","","","","EU781100","","","","","","",""
"Ameiva_cineracea","","","","","","","","","","","","","","","","",""
"Ameiva_concolor","KF742693","KF742709","","","","","","","","","","","","","","",""
"Ameiva_corax","AY359477","AY359497","","","","","","","","","","","","","","",""
"Ameiva_corvina","","","","","","","","","","","","","","","","",""
"Ameiva_dorsalis","AY359478","AY359498","","","","","","","","","","","","","","",""
"Ameiva_erythrocephala","AY359479","AY359499","","","","","","","","","","","","","","",""
"Ameiva_exsul","AY359480","AY359500","","","","","","","","","","","","","","",""
"Ameiva_fuscata","AY359482","AY359502","","","","","","","","","","","","","","",""
"Ameiva_griswoldi","AY359483","AY359503","","","","","","","","","","","","","","",""
"Ameiva_jacuba","JQ762441","JQ762445","","","","KC109626","","","","","","","","","","",""
"Ameiva_lineolata","AY292296","AY359505","","","","","","","","AY561639","","","","","","",""
"Ameiva_major","","","","","","","","","","","","","","","","",""
"Ameiva_maynardi","AY359486","AY359506","","","","","","","","","","","","","","",""
"Ameiva_nodam","KF742696","KF742712","","","","","","","","","","","","","","",""
"Ameiva_pantherina","","","","","","","","","","","","","","","","",""
"Ameiva_parecis","JQ762438","JQ762442","","","","KC109632","","","","","","","","","","",""
"Ameiva_plei","AY359487","AY359507","","","","","","","","","","","","","","",""
"Ameiva_pluvianotata","AY359488","AY359508","","","","","","","","","","","","","","",""
"Ameiva_polops","KJ488942","KJ488941","","","","","","","","JQ240644","","","","","","",""
"Ameiva_praesignis","","","","","","","","","","","","","","","","",""
"Ameiva_provitaae","","","","","","","","","","","","","","","","",""
"Ameiva_taeniura","AY292294","AY359509","","","","","","","","","","","","","","",""
"Ameiva_wetmorei","AY359492","AY359512","","","","","","","","","","","","","","",""
"Ameivula_abaetensis","","KF957501","","","","","","KF957533","","","KF957534","KF957597","","","","",""
"Ameivula_abalosi","","","","","","","","","","","","","","","","",""
"Ameivula_cipoensis","","","","","","","","","","","","","","","","",""
"Ameivula_confusioniba","","","","","","","","","","","","","","","","",""
"Ameivula_cyanura","","","","","","","","","","","","","","","","",""
"Ameivula_jalapensis","","","","","","","","","","","","","","","","",""
"Ameivula_littoralis","","","","","","","","","","","","","","","","",""
"Ameivula_mumbuca","","","","","","","","","","","","","","","","",""
"Ameivula_nativo","","","","","","","","","","","","","","","","",""
"Ameivula_nigrigula","","","","","","","","","","","","","","","","",""
"Ameivula_ocellifera","AY218041","AF420759","","","","AY217890","","AY217839","","","AF420914","","","","","",""
"Ameivula_pyrrhogularis","","","","","","","","","","","","","","","","",""
"Ameivula_venetacauda","","","","","","","","","","","","","","","","",""
"Ameivula_xacriaba","","","","","","","","","","","","","","","","",""
"Amphibolurus_muricatus","","","","KF871491","","AF137523","","","AF128468","AF128468","KF871569","","","KF871649","","HQ662428",""
"Amphibolurus_norrisi","","","","KF871494","","","","","AY133001","AY133001","KF871556","","","KF871614","","HQ662434",""
"Amphiglossus_alluaudi","","","","","","","","","","","","","","","","",""
"Amphiglossus_andranovahensis","","","","","","","","","","","","","","","","",""
"Amphiglossus_anosyensis","FJ667609","FJ667621","","FJ667634","","FJ667663","JQ909246","","FJ744569","","","","FJ667692","","","","FJ667721"
"Amphiglossus_ardouini","","","","","","","JQ909247","","","","","","","","","",""
"Amphiglossus_astrolabi","AY391125","AY391143","","JF424685","","AY391179","JQ909249","AY391161","AY315569","","","","JF424715","","","","FJ667722"
